"title","genre","year","num_injured","num_deaths"
"final fantasy x-2","role-playing",2003,8,7
"donkey kong 64","platform",1999,3,5
"donkey kong 64","platform",1999,0,7
"donkey kong 64","platform",1999,7,8
"donkey kong 64","platform",1999,13,9
"donkey kong 64","platform",1999,24,13
"assassin's creed ii","action",2009,0,5
"assassin's creed ii","action",2009,2,3
"assassin's creed ii","action",2009,1,4
"assassin's creed ii","action",2009,31,13
"assassin's creed ii","action",2009,4,14
"assassin's creed ii","action",2009,3,8
"professor layton and the curious village","puzzle",2007,46,7
"professor layton and the curious village","puzzle",2007,4,9
"professor layton and the curious village","puzzle",2007,1,6
"professor layton and the curious village","puzzle",2007,23,32
"professor layton and the curious village","puzzle",2007,4,6
"tomb raider ii","action",1997,2,5
"tomb raider ii","action",1997,3,4
"dragon quest viii: journey of the cursed king","role-playing",2004,7,5
"diablo iii","role-playing",2012,3,4
"diablo iii","role-playing",2012,8,3
"diablo iii","role-playing",2012,2,27
"diablo iii","role-playing",2012,1,7
"diablo iii","role-playing",2012,3,7
"diablo iii","role-playing",2012,70,12
"diablo iii","role-playing",2012,1,6
"diablo iii","role-playing",2012,3,7
"diablo iii","role-playing",2012,0,5
"super mario bros. 3","platform",2003,0,3
"super mario bros. 3","platform",2003,8,7
"new super mario bros. u","platform",2012,3,4
"new super mario bros. u","platform",2012,8,3
"new super mario bros. u","platform",2012,2,27
"new super mario bros. u","platform",2012,1,7
"new super mario bros. u","platform",2012,3,7
"new super mario bros. u","platform",2012,70,12
"new super mario bros. u","platform",2012,1,6
"new super mario bros. u","platform",2012,3,7
"new super mario bros. u","platform",2012,0,5
"super mario land 3: wario land","platform",1994,23,5
"fifa soccer 13","action",2012,3,4
"fifa soccer 13","action",2012,8,3
"fifa soccer 13","action",2012,2,27
"fifa soccer 13","action",2012,1,7
"fifa soccer 13","action",2012,3,7
"fifa soccer 13","action",2012,70,12
"fifa soccer 13","action",2012,1,6
"fifa soccer 13","action",2012,3,7
"fifa soccer 13","action",2012,0,5
"the legend of zelda: phantom hourglass","action",2007,46,7
"the legend of zelda: phantom hourglass","action",2007,4,9
"the legend of zelda: phantom hourglass","action",2007,1,6
"the legend of zelda: phantom hourglass","action",2007,23,32
"the legend of zelda: phantom hourglass","action",2007,4,6
"donkey kong country 2: diddy's kong quest","platform",1995,0,6
"tomodachi life","simulation",2013,8,12
"tomodachi life","simulation",2013,0,7
"tomodachi life","simulation",2013,3,6
"tomodachi life","simulation",2013,0,5
"tomodachi life","simulation",2013,2,5
"mario & sonic at the olympic games","sports",2008,27,9
"mario & sonic at the olympic games","sports",2008,26,22
"mario & sonic at the olympic games","sports",2008,1,6
"mario & sonic at the olympic games","sports",2008,21,5
"mario & sonic at the olympic games","sports",2008,2,6
"medal of honor: rising sun","shooter",2003,0,3
"medal of honor: rising sun","shooter",2003,8,7
"kirby's dream land","platform",1992,0,5
"kirby's dream land","platform",1992,10,4
"fable iii","role-playing",2010,546,58
"fable iii","role-playing",2010,2,9
"call of duty: advanced warfare","shooter",2014,1,5
"call of duty: advanced warfare","shooter",2014,13,6
"call of duty: advanced warfare","shooter",2014,12,3
"call of duty: advanced warfare","shooter",2014,2,4
"microsoft flight simulator","simulation",1996,1,6
"guitar hero ii","misc",2006,1,3
"guitar hero ii","misc",2006,10,4
"guitar hero ii","misc",2006,0,3
"guitar hero ii","misc",2006,5,6
"guitar hero ii","misc",2006,2,7
"guitar hero ii","misc",2006,0,8
"resident evil 5","action",2009,0,5
"resident evil 5","action",2009,2,3
"resident evil 5","action",2009,1,4
"resident evil 5","action",2009,31,13
"resident evil 5","action",2009,4,14
"resident evil 5","action",2009,3,8
"grand theft auto v","action",2014,1,5
"grand theft auto v","action",2014,13,6
"grand theft auto v","action",2014,12,3
"grand theft auto v","action",2014,2,4
"grand theft auto: vice city stories","action",2006,1,3
"grand theft auto: vice city stories","action",2006,10,4
"grand theft auto: vice city stories","action",2006,0,3
"grand theft auto: vice city stories","action",2006,5,6
"grand theft auto: vice city stories","action",2006,2,7
"grand theft auto: vice city stories","action",2006,0,8
"fifa soccer 11","sports",2010,546,58
"fifa soccer 11","sports",2010,2,9
"super mario bros.","platform",1999,3,5
"super mario bros.","platform",1999,0,7
"super mario bros.","platform",1999,7,8
"super mario bros.","platform",1999,13,9
"super mario bros.","platform",1999,24,13
"resident evil","action",1996,1,6
"tony hawk's pro skater","sports",1999,3,5
"tony hawk's pro skater","sports",1999,0,7
"tony hawk's pro skater","sports",1999,7,8
"tony hawk's pro skater","sports",1999,13,9
"tony hawk's pro skater","sports",1999,24,13
"super smash bros. for wii u and 3ds","fighting",2014,1,5
"super smash bros. for wii u and 3ds","fighting",2014,13,6
"super smash bros. for wii u and 3ds","fighting",2014,12,3
"super smash bros. for wii u and 3ds","fighting",2014,2,4
"warzone 2100","strategy",1999,3,5
"warzone 2100","strategy",1999,0,7
"warzone 2100","strategy",1999,7,8
"warzone 2100","strategy",1999,13,9
"warzone 2100","strategy",1999,24,13
"spyro the dragon","platform",1998,25,4
"spyro the dragon","platform",1998,10,5
"spyro the dragon","platform",1998,1,5
"link's crossbow training","shooter",2007,46,7
"link's crossbow training","shooter",2007,4,9
"link's crossbow training","shooter",2007,1,6
"link's crossbow training","shooter",2007,23,32
"link's crossbow training","shooter",2007,4,6
"guitar hero iii: legends of rock","misc",2007,46,7
"guitar hero iii: legends of rock","misc",2007,4,9
"guitar hero iii: legends of rock","misc",2007,1,6
"guitar hero iii: legends of rock","misc",2007,23,32
"guitar hero iii: legends of rock","misc",2007,4,6
"fallout 3","role-playing",2008,27,9
"fallout 3","role-playing",2008,26,22
"fallout 3","role-playing",2008,1,6
"fallout 3","role-playing",2008,21,5
"fallout 3","role-playing",2008,2,6
"pokemon mystery dungeon: explorers of time/explorers of darkness","role-playing",2007,46,7
"pokemon mystery dungeon: explorers of time/explorers of darkness","role-playing",2007,4,9
"pokemon mystery dungeon: explorers of time/explorers of darkness","role-playing",2007,1,6
"pokemon mystery dungeon: explorers of time/explorers of darkness","role-playing",2007,23,32
"pokemon mystery dungeon: explorers of time/explorers of darkness","role-playing",2007,4,6
"uncharted: drake's fortune","action",2007,46,7
"uncharted: drake's fortune","action",2007,4,9
"uncharted: drake's fortune","action",2007,1,6
"uncharted: drake's fortune","action",2007,23,32
"uncharted: drake's fortune","action",2007,4,6
"madden nfl 06","sports",2005,5,10
"madden nfl 06","sports",2005,4,7
"lego star wars: the complete saga","action",2007,46,7
"lego star wars: the complete saga","action",2007,4,9
"lego star wars: the complete saga","action",2007,1,6
"lego star wars: the complete saga","action",2007,23,32
"lego star wars: the complete saga","action",2007,4,6
"diddy kong racing","racing",1997,2,5
"diddy kong racing","racing",1997,3,4
"monster hunter freedom 3","role-playing",2010,546,58
"monster hunter freedom 3","role-playing",2010,2,9
"dr. mario","puzzle",1990,4,10
"god of war iii","action",2010,546,58
"god of war iii","action",2010,2,9
"starcraft ii: wings of liberty","strategy",2010,546,58
"starcraft ii: wings of liberty","strategy",2010,2,9
"assassin's creed","adventure",2007,46,7
"assassin's creed","adventure",2007,4,9
"assassin's creed","adventure",2007,1,6
"assassin's creed","adventure",2007,23,32
"assassin's creed","adventure",2007,4,6
"fifa 15","sports",2014,1,5
"fifa 15","sports",2014,13,6
"fifa 15","sports",2014,12,3
"fifa 15","sports",2014,2,4
"crash team racing","racing",1999,3,5
"crash team racing","racing",1999,0,7
"crash team racing","racing",1999,7,8
"crash team racing","racing",1999,13,9
"crash team racing","racing",1999,24,13
"fifa 17","sports",2016,0,5
"fifa 17","sports",2016,3,3
"fifa 17","sports",2016,11,5
"fifa 17","sports",2016,53,49
"fifa 17","sports",2016,14,3
"fifa 17","sports",2016,2,6
"batman: arkham city","action",2011,22,12
"batman: arkham city","action",2011,20,26
"batman: arkham city","action",2011,0,3
"batman: arkham city","action",2011,1,8
"batman: arkham city","action",2011,7,5
"batman: arkham city","action",2011,13,6
"driver 2","action",2000,0,7
"the simpsons: hit & run","racing",2003,0,3
"the simpsons: hit & run","racing",2003,8,7
"tony hawk's pro skater 2","sports",2000,0,7
"animal crossing: city folk","simulation",2008,27,9
"animal crossing: city folk","simulation",2008,26,22
"animal crossing: city folk","simulation",2008,1,6
"animal crossing: city folk","simulation",2008,21,5
"animal crossing: city folk","simulation",2008,2,6
"forza motorsport 4","racing",2011,22,12
"forza motorsport 4","racing",2011,20,26
"forza motorsport 4","racing",2011,0,3
"forza motorsport 4","racing",2011,1,8
"forza motorsport 4","racing",2011,7,5
"forza motorsport 4","racing",2011,13,6
"tomb raider","action",1996,1,6
"guitar hero iii: legends of rock","misc",2007,46,7
"guitar hero iii: legends of rock","misc",2007,4,9
"guitar hero iii: legends of rock","misc",2007,1,6
"guitar hero iii: legends of rock","misc",2007,23,32
"guitar hero iii: legends of rock","misc",2007,4,6
"the legend of zelda: a link to the past","action",1991,5,5
"the legend of zelda: a link to the past","action",1991,1,6
"the legend of zelda: a link to the past","action",1991,20,24
"mario & sonic at the olympic winter games","sports",2009,0,5
"mario & sonic at the olympic winter games","sports",2009,2,3
"mario & sonic at the olympic winter games","sports",2009,1,4
"mario & sonic at the olympic winter games","sports",2009,31,13
"mario & sonic at the olympic winter games","sports",2009,4,14
"mario & sonic at the olympic winter games","sports",2009,3,8
"luigi's mansion: dark moon","action",2013,8,12
"luigi's mansion: dark moon","action",2013,0,7
"luigi's mansion: dark moon","action",2013,3,6
"luigi's mansion: dark moon","action",2013,0,5
"luigi's mansion: dark moon","action",2013,2,5
"splatoon","shooter",2015,21,14
"splatoon","shooter",2015,9,3
"splatoon","shooter",2015,0,3
"splatoon","shooter",2015,9,9
"splatoon","shooter",2015,2,5
"splatoon","shooter",2015,1,9
"splatoon","shooter",2015,1,3
"the last of us","action",2014,1,5
"the last of us","action",2014,13,6
"the last of us","action",2014,12,3
"the last of us","action",2014,2,4
"guitar hero iii: legends of rock","misc",2007,46,7
"guitar hero iii: legends of rock","misc",2007,4,9
"guitar hero iii: legends of rock","misc",2007,1,6
"guitar hero iii: legends of rock","misc",2007,23,32
"guitar hero iii: legends of rock","misc",2007,4,6
"madden nfl 2005","sports",2004,7,5
"madden nfl 07","sports",2006,1,3
"madden nfl 07","sports",2006,10,4
"madden nfl 07","sports",2006,0,3
"madden nfl 07","sports",2006,5,6
"madden nfl 07","sports",2006,2,7
"madden nfl 07","sports",2006,0,8
"dragon quest vii: warriors of eden","role-playing",2000,0,7
"uncharted: the nathan drake collection","action",2015,21,14
"uncharted: the nathan drake collection","action",2015,9,3
"uncharted: the nathan drake collection","action",2015,0,3
"uncharted: the nathan drake collection","action",2015,9,9
"uncharted: the nathan drake collection","action",2015,2,5
"uncharted: the nathan drake collection","action",2015,1,9
"uncharted: the nathan drake collection","action",2015,1,3
"call of duty: advanced warfare","shooter",2014,1,5
"call of duty: advanced warfare","shooter",2014,13,6
"call of duty: advanced warfare","shooter",2014,12,3
"call of duty: advanced warfare","shooter",2014,2,4
"god of war","action",2005,5,10
"god of war","action",2005,4,7
"nintendo land","misc",2012,3,4
"nintendo land","misc",2012,8,3
"nintendo land","misc",2012,2,27
"nintendo land","misc",2012,1,7
"nintendo land","misc",2012,3,7
"nintendo land","misc",2012,70,12
"nintendo land","misc",2012,1,6
"nintendo land","misc",2012,3,7
"nintendo land","misc",2012,0,5
"michael jackson: the experience","misc",2010,546,58
"michael jackson: the experience","misc",2010,2,9
"tony hawk's pro skater 3","sports",2001,4,5
"winning eleven: pro evolution soccer 2007","sports",2006,1,3
"winning eleven: pro evolution soccer 2007","sports",2006,10,4
"winning eleven: pro evolution soccer 2007","sports",2006,0,3
"winning eleven: pro evolution soccer 2007","sports",2006,5,6
"winning eleven: pro evolution soccer 2007","sports",2006,2,7
"winning eleven: pro evolution soccer 2007","sports",2006,0,8
"the elder scrolls iv: oblivion","role-playing",2006,1,3
"the elder scrolls iv: oblivion","role-playing",2006,10,4
"the elder scrolls iv: oblivion","role-playing",2006,0,3
"the elder scrolls iv: oblivion","role-playing",2006,5,6
"the elder scrolls iv: oblivion","role-playing",2006,2,7
"the elder scrolls iv: oblivion","role-playing",2006,0,8
"zelda ii: the adventure of link","adventure",1987,14,6
"need for speed: most wanted","racing",2005,5,10
"need for speed: most wanted","racing",2005,4,7
"resistance: fall of man","shooter",2006,1,3
"resistance: fall of man","shooter",2006,10,4
"resistance: fall of man","shooter",2006,0,3
"resistance: fall of man","shooter",2006,5,6
"resistance: fall of man","shooter",2006,2,7
"resistance: fall of man","shooter",2006,0,8
"sonic the hedgehog","platform",1991,5,5
"sonic the hedgehog","platform",1991,1,6
"sonic the hedgehog","platform",1991,20,24
"kingdom hearts ii","role-playing",2005,5,10
"kingdom hearts ii","role-playing",2005,4,7
"fifa 14","sports",2013,8,12
"fifa 14","sports",2013,0,7
"fifa 14","sports",2013,3,6
"fifa 14","sports",2013,0,5
"fifa 14","sports",2013,2,5
"call of duty: advanced warfare","shooter",2014,1,5
"call of duty: advanced warfare","shooter",2014,13,6
"call of duty: advanced warfare","shooter",2014,12,3
"call of duty: advanced warfare","shooter",2014,2,4
"fable ii","role-playing",2008,27,9
"fable ii","role-playing",2008,26,22
"fable ii","role-playing",2008,1,6
"fable ii","role-playing",2008,21,5
"fable ii","role-playing",2008,2,6
"halo 5: guardians","shooter",2015,21,14
"halo 5: guardians","shooter",2015,9,3
"halo 5: guardians","shooter",2015,0,3
"halo 5: guardians","shooter",2015,9,9
"halo 5: guardians","shooter",2015,2,5
"halo 5: guardians","shooter",2015,1,9
"halo 5: guardians","shooter",2015,1,3
"super mario 3d world","platform",2013,8,12
"super mario 3d world","platform",2013,0,7
"super mario 3d world","platform",2013,3,6
"super mario 3d world","platform",2013,0,5
"super mario 3d world","platform",2013,2,5
"batman: arkham asylum","action",2009,0,5
"batman: arkham asylum","action",2009,2,3
"batman: arkham asylum","action",2009,1,4
"batman: arkham asylum","action",2009,31,13
"batman: arkham asylum","action",2009,4,14
"batman: arkham asylum","action",2009,3,8
"assassin's creed: revelations","action",2011,22,12
"assassin's creed: revelations","action",2011,20,26
"assassin's creed: revelations","action",2011,0,3
"assassin's creed: revelations","action",2011,1,8
"assassin's creed: revelations","action",2011,7,5
"assassin's creed: revelations","action",2011,13,6
